# step cpu_mb gpu_mb
2406 1314.61 0.00
2407 1314.61 0.00
2408 1314.61 0.00
2409 1314.61 0.00
2410 1314.61 0.00
2411 1314.61 0.00
2412 1314.61 0.00
2413 1314.61 0.00
2414 1314.61 0.00
2415 1314.61 0.00
2416 1314.61 0.00
2417 1314.61 0.00
2418 1314.61 0.00
2419 1314.61 0.00
2420 1314.61 0.00
2421 1314.61 0.00
2422 1314.61 0.00
2423 1314.61 0.00
2424 1314.61 0.00
2425 1314.61 0.00
2426 1314.61 0.00
2427 1314.61 0.00
2428 1314.61 0.00
2429 1314.61 0.00
2430 1314.61 0.00
2431 1314.61 0.00
2432 1314.61 0.00
2433 1314.61 0.00
2434 1314.61 0.00
2435 1314.61 0.00
2436 1314.61 0.00
2437 1314.61 0.00
2438 1314.61 0.00
2439 1314.61 0.00
2440 1314.61 0.00
2441 1314.61 0.00
2442 1314.61 0.00
2443 1314.61 0.00
2444 1314.61 0.00
2445 1314.61 0.00
2446 1314.61 0.00
2447 1314.61 0.00
2448 1314.61 0.00
2449 1314.61 0.00
2450 1314.61 0.00
2451 1314.61 0.00
2452 1314.61 0.00
2453 1314.61 0.00
2454 1314.61 0.00
2455 1314.61 0.00
2456 1314.61 0.00
2457 1314.61 0.00
2458 1314.61 0.00
2459 1314.61 0.00
2460 1314.61 0.00
2461 1314.61 0.00
2462 1314.61 0.00
2463 1314.61 0.00
2464 1314.61 0.00
2465 1314.61 0.00
2466 1314.61 0.00
2467 1314.61 0.00
2468 1314.61 0.00
2469 1314.61 0.00
2470 1314.61 0.00
2471 1314.61 0.00
2472 1314.61 0.00
2473 1314.61 0.00
2474 1314.61 0.00
2475 1314.61 0.00
2476 1314.61 0.00
2477 1314.61 0.00
2478 1314.61 0.00
2479 1314.61 0.00
2480 1314.61 0.00
2481 1314.61 0.00
2482 1314.61 0.00
2483 1314.61 0.00
2484 1314.61 0.00
2485 1314.61 0.00
2486 1314.61 0.00
2487 1314.61 0.00
2488 1314.61 0.00
2489 1314.61 0.00
2490 1314.61 0.00
2491 1314.61 0.00
2492 1314.61 0.00
2493 1314.61 0.00
2494 1314.61 0.00
2495 1314.61 0.00
2496 1314.61 0.00
2497 1314.61 0.00
2498 1314.61 0.00
2499 1314.61 0.00
2500 1314.61 0.00
2501 1314.61 0.00
2502 1314.61 0.00
2503 1314.61 0.00
2504 1314.61 0.00
2505 1314.61 0.00
2506 1314.61 0.00
2507 1314.61 0.00
2508 1314.61 0.00
2509 1314.61 0.00
2510 1314.61 0.00
2511 1314.61 0.00
2512 1314.61 0.00
2513 1314.61 0.00
2514 1314.61 0.00
2515 1314.61 0.00
2516 1314.61 0.00
2517 1314.61 0.00
2518 1314.61 0.00
2519 1314.61 0.00
2520 1314.61 0.00
2521 1314.61 0.00
2522 1314.61 0.00
2523 1314.61 0.00
2524 1314.61 0.00
2525 1314.61 0.00
2526 1314.61 0.00
2527 1314.61 0.00
2528 1314.61 0.00
2529 1314.61 0.00
2530 1314.61 0.00
2531 1314.61 0.00
2532 1314.61 0.00
2533 1314.61 0.00
2534 1314.61 0.00
2535 1314.61 0.00
2536 1314.61 0.00
2537 1314.61 0.00
2538 1314.61 0.00
2539 1314.61 0.00
2540 1314.61 0.00
2541 1314.61 0.00
2542 1314.61 0.00
2543 1314.61 0.00
2544 1314.61 0.00
2545 1314.61 0.00
2546 1314.61 0.00
2547 1314.61 0.00
2548 1314.61 0.00
2549 1314.61 0.00
2550 1314.61 0.00
2551 1314.61 0.00
2552 1314.61 0.00
2553 1314.61 0.00
2554 1314.61 0.00
2555 1314.61 0.00
2556 1314.61 0.00
2557 1314.61 0.00
2558 1314.61 0.00
2559 1314.61 0.00
2560 1314.61 0.00
2561 1314.61 0.00
2562 1314.61 0.00
2563 1314.61 0.00
2564 1314.61 0.00
2565 1314.61 0.00
2566 1314.61 0.00
2567 1314.61 0.00
2568 1314.61 0.00
2569 1314.61 0.00
2570 1314.61 0.00
2571 1314.61 0.00
2572 1314.61 0.00
2573 1314.61 0.00
2574 1314.61 0.00
2575 1314.61 0.00
2576 1314.61 0.00
2577 1314.61 0.00
2578 1314.61 0.00
2579 1314.61 0.00
2580 1314.61 0.00
2581 1314.61 0.00
2582 1314.61 0.00
2583 1314.61 0.00
2584 1314.61 0.00
2585 1314.61 0.00
2586 1314.61 0.00
2587 1314.61 0.00
2588 1314.61 0.00
2589 1314.61 0.00
2590 1314.61 0.00
2591 1314.61 0.00
2592 1314.61 0.00
2593 1314.61 0.00
2594 1314.61 0.00
2595 1314.61 0.00
2596 1314.61 0.00
2597 1314.61 0.00
2598 1314.61 0.00
2599 1314.61 0.00
2600 1314.61 0.00
2601 1314.61 0.00
2602 1314.61 0.00
2603 1314.61 0.00
2604 1314.61 0.00
2605 1314.61 0.00
2606 1314.61 0.00
2607 1314.61 0.00
2608 1314.61 0.00
2609 1314.61 0.00
2610 1314.61 0.00
2611 1314.61 0.00
2612 1314.61 0.00
2613 1314.61 0.00
2614 1314.61 0.00
2615 1314.61 0.00
2616 1314.61 0.00
2617 1314.61 0.00
2618 1314.61 0.00
2619 1314.61 0.00
2620 1314.61 0.00
2621 1314.61 0.00
2622 1314.61 0.00
2623 1314.61 0.00
2624 1314.61 0.00
2625 1314.61 0.00
2626 1314.61 0.00
2627 1314.61 0.00
2628 1314.61 0.00
2629 1314.61 0.00
2630 1314.61 0.00
2631 1314.61 0.00
2632 1314.61 0.00
2633 1314.61 0.00
2634 1314.61 0.00
2635 1314.61 0.00
2636 1314.61 0.00
2637 1314.61 0.00
2638 1314.61 0.00
2639 1314.61 0.00
2640 1314.61 0.00
2641 1314.61 0.00
2642 1314.61 0.00
2643 1314.61 0.00
2644 1314.61 0.00
2645 1314.61 0.00
2646 1314.61 0.00
2647 1314.61 0.00
2648 1314.61 0.00
2649 1314.61 0.00
2650 1314.61 0.00
2651 1314.61 0.00
2652 1314.61 0.00
2653 1314.61 0.00
2654 1314.61 0.00
2655 1314.61 0.00
2656 1314.61 0.00
2657 1314.61 0.00
2658 1314.61 0.00
2659 1314.61 0.00
2660 1314.61 0.00
2661 1314.61 0.00
2662 1314.61 0.00
2663 1314.61 0.00
2664 1314.61 0.00
2665 1314.61 0.00
2666 1314.61 0.00
2667 1314.61 0.00
2668 1314.61 0.00
2669 1314.61 0.00
2670 1314.61 0.00
2671 1314.61 0.00
2672 1314.61 0.00
2673 1314.61 0.00
2674 1314.61 0.00
2675 1314.61 0.00
2676 1314.61 0.00
2677 1314.61 0.00
2678 1314.61 0.00
2679 1314.61 0.00
2680 1314.61 0.00
2681 1314.61 0.00
2682 1314.61 0.00
2683 1314.61 0.00
2684 1314.61 0.00
2685 1314.61 0.00
2686 1314.61 0.00
2687 1314.61 0.00
2688 1314.61 0.00
2689 1314.61 0.00
2690 1314.61 0.00
2691 1314.61 0.00
2692 1314.61 0.00
2693 1314.61 0.00
2694 1314.61 0.00
2695 1314.61 0.00
2696 1314.61 0.00
2697 1314.61 0.00
2698 1314.61 0.00
2699 1314.61 0.00
2700 1314.61 0.00
2701 1314.61 0.00
2702 1314.61 0.00
2703 1314.61 0.00
2704 1314.61 0.00
2705 1314.61 0.00
2706 1314.61 0.00
2707 1314.61 0.00
2708 1314.61 0.00
2709 1314.61 0.00
2710 1314.61 0.00
2711 1314.61 0.00
2712 1314.61 0.00
2713 1314.61 0.00
